日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-11-10,'600519,贵州茅台,1745.0,1764.48,1736.0,1752.92,1742.57,2.43,0.1394,0.2403,3018944,5287968173.0,2.192065161e+12,2.192065161e+12
2020-11-09,'600519,贵州茅台,1742.57,1750.68,1700.62,1701.38,1700.62,41.95,2.4667,0.3301,4146970,7198679683.0,2.18901260035e+12,2.18901260035e+12
2020-11-06,'600519,贵州茅台,1700.62,1731.59,1690.0,1730.55,1721.9,-21.28,-1.2358,0.1835,2305153,3932702367.0,2.13631510264e+12,2.13631510264e+12
2020-11-05,'600519,贵州茅台,1721.9,1732.48,1712.1,1717.0,1699.58,22.32,1.3133,0.1873,2352414,4053043271.0,2.16304699182e+12,2.16304699182e+12
2020-11-04,'600519,贵州茅台,1699.58,1704.0,1685.0,1700.0,1695.0,4.58,0.2702,0.1309,1644371,2788396253.0,2.13500865692e+12,2.13500865692e+12
2020-11-03,'600519,贵州茅台,1695.0,1705.9,1675.5,1684.99,1674.01,20.99,1.2539,0.1871,2349749,3976621208.0,2.129255271e+12,2.129255271e+12
2020-11-02,'600519,贵州茅台,1674.01,1695.0,1672.0,1675.0,1670.02,3.99,0.2389,0.1677,2106643,3544422245.0,2.10288767918e+12,2.10288767918e+12
2020-10-30,'600519,贵州茅台,1670.02,1696.0,1665.0,1678.0,1676.0,-5.98,-0.3568,0.2074,2605545,4379602068.0,2.09787544996e+12,2.09787544996e+12
2020-10-29,'600519,贵州茅台,1676.0,1708.0,1647.0,1654.84,1664.81,11.19,0.6721,0.3134,3937376,6633168613.0,2.1053875128e+12,2.1053875128e+12
2020-10-28,'600519,贵州茅台,1664.81,1677.0,1625.08,1626.0,1625.0,39.81,2.4498,0.2757,3463653,5739452181.0,2.09133065942e+12,2.09133065942e+12
2020-10-27,'600519,贵州茅台,1625.0,1644.0,1616.12,1643.0,1643.0,-18.0,-1.0956,0.3498,4394440,7156688307.0,2.041321425e+12,2.041321425e+12
2020-10-26,'600519,贵州茅台,1643.0,1662.92,1600.0,1619.0,1715.33,-72.33,-4.2167,0.5255,6601529,10821908227.0,2.0639329854e+12,2.0639329854e+12
2020-10-23,'600519,贵州茅台,1715.33,1747.59,1714.0,1740.78,1742.5,-27.17,-1.5593,0.1536,1929169,3339987454.0,2.15479377227e+12,2.15479377227e+12
2020-10-22,'600519,贵州茅台,1742.5,1745.0,1715.51,1730.0,1733.33,9.17,0.529,0.179,2248087,3897729793.0,2.1889246665e+12,2.1889246665e+12
2020-10-21,'600519,贵州茅台,1733.33,1742.15,1723.0,1734.1,1734.0,-0.67,-0.0386,0.1505,1890137,3275357440.0,2.17740533267e+12,2.17740533267e+12
2020-10-20,'600519,贵州茅台,1734.0,1734.97,1695.0,1699.99,1699.0,35.0,2.06,0.2208,2773493,4787807536.0,2.1782469852e+12,2.1782469852e+12
2020-10-19,'600519,贵州茅台,1699.0,1733.98,1691.9,1725.0,1712.0,-13.0,-0.7593,0.1531,1922632,3284383415.0,2.1342800622e+12,2.1342800622e+12
2020-10-16,'600519,贵州茅台,1712.0,1734.58,1703.0,1725.0,1725.0,-13.0,-0.7536,0.1383,1737738,2991246892.0,2.1506106336e+12,2.1506106336e+12
2020-10-15,'600519,贵州茅台,1725.0,1735.0,1721.0,1721.13,1729.0,-4.0,-0.2313,0.129,1620436,2801250556.0,2.166941205e+12,2.166941205e+12
2020-10-14,'600519,贵州茅台,1729.0,1746.98,1726.0,1740.0,1739.0,-10.0,-0.575,0.163,2048139,3554316589.0,2.1719659962e+12,2.1719659962e+12
2020-10-13,'600519,贵州茅台,1739.0,1750.62,1735.0,1750.62,1750.61,-11.61,-0.6632,0.1826,2294389,3995560518.0,2.1845279742e+12,2.1845279742e+12
2020-10-12,'600519,贵州茅台,1750.61,1750.61,1700.0,1700.0,1696.0,54.61,3.2199,0.3481,4372904,7597987786.0,2.19911243066e+12,2.19911243066e+12
2020-10-09,'600519,贵州茅台,1696.0,1706.42,1688.0,1692.0,1668.5,27.5,1.6482,0.2726,3423988,5817280605.0,2.1305114688e+12,2.1305114688e+12
2020-09-30,'600519,贵州茅台,1668.5,1691.9,1660.0,1660.0,1652.3,16.2,0.9805,0.2156,2708781,4536012540.0,2.0959660293e+12,2.0959660293e+12
2020-09-29,'600519,贵州茅台,1652.3,1669.4,1652.3,1669.33,1661.0,-8.7,-0.5238,0.1388,1743078,2895081366.0,2.07561562494e+12,2.07561562494e+12
2020-09-28,'600519,贵州茅台,1661.0,1668.5,1635.19,1635.19,1635.11,25.89,1.5834,0.1929,2423222,4019640150.0,2.0865445458e+12,2.0865445458e+12
2020-09-25,'600519,贵州茅台,1635.11,1650.0,1625.0,1630.0,1629.32,5.79,0.3554,0.1798,2258296,3700843486.0,2.05402158476e+12,2.05402158476e+12
2020-09-24,'600519,贵州茅台,1629.32,1658.88,1626.8,1635.97,1649.98,-20.66,-1.2521,0.2392,3005078,4915392273.0,2.0467481995e+12,2.0467481995e+12
2020-09-23,'600519,贵州茅台,1649.98,1666.01,1621.02,1635.0,1665.69,-15.71,-0.9432,0.2844,3572552,5878691069.0,2.07270124604e+12,2.07270124604e+12
2020-09-22,'600519,贵州茅台,1665.69,1686.98,1650.0,1650.0,1666.8,-1.11,-0.0666,0.1852,2326547,3890070212.0,2.09243611348e+12,2.09243611348e+12
2020-09-21,'600519,贵州茅台,1666.8,1692.76,1666.66,1692.76,1695.0,-28.2,-1.6637,0.1787,2244407,3756765108.0,2.09383049304e+12,2.09383049304e+12
2020-09-18,'600519,贵州茅台,1695.0,1695.0,1635.01,1665.0,1670.52,24.48,1.4654,0.3757,4720140,7853673241.0,2.129255271e+12,2.129255271e+12
2020-09-17,'600519,贵州茅台,1670.52,1700.0,1658.0,1700.0,1725.1,-54.58,-3.1639,0.5069,6367985,10683350187.0,2.09850354886e+12,2.09850354886e+12
2020-09-16,'600519,贵州茅台,1725.1,1764.81,1719.0,1760.0,1760.0,-34.9,-1.983,0.1792,2251598,3916457762.0,2.16706682478e+12,2.16706682478e+12
2020-09-15,'600519,贵州茅台,1760.0,1769.99,1747.75,1769.99,1766.0,-6.0,-0.3398,0.1657,2082087,3654872009.0,2.210908128e+12,2.210908128e+12
2020-09-14,'600519,贵州茅台,1766.0,1769.0,1730.58,1745.0,1733.0,33.0,1.9042,0.2472,3105601,5448188995.0,2.2184453148e+12,2.2184453148e+12
2020-09-11,'600519,贵州茅台,1733.0,1736.0,1688.0,1688.0,1705.8,27.2,1.5946,0.2475,3108800,5339883408.0,2.1769907874e+12,2.1769907874e+12
2020-09-10,'600519,贵州茅台,1705.8,1720.0,1700.0,1703.74,1688.0,17.8,1.0545,0.1972,2477833,4236694402.0,2.14282220724e+12,2.14282220724e+12
2020-09-09,'600519,贵州茅台,1688.0,1711.0,1680.04,1699.67,1711.4,-23.4,-1.3673,0.2067,2596355,4401806095.0,2.1204618864e+12,2.1204618864e+12
2020-09-08,'600519,贵州茅台,1711.4,1737.8,1677.07,1732.0,1723.5,-12.1,-0.7021,0.2744,3447238,5865962724.0,2.14985691492e+12,2.14985691492e+12
2020-09-07,'600519,贵州茅台,1723.5,1777.99,1703.97,1760.0,1770.0,-46.5,-2.6271,0.2477,3111202,5446354619.0,2.1650569083e+12,2.1650569083e+12
2020-09-04,'600519,贵州茅台,1770.0,1776.99,1746.0,1766.0,1793.0,-23.0,-1.2828,0.2456,3085796,5433479408.0,2.223470106e+12,2.223470106e+12
2020-09-03,'600519,贵州茅台,1793.0,1812.0,1779.7,1795.0,1795.0,-2.0,-0.1114,0.2423,3043735,5471333880.0,2.2523626554e+12,2.2523626554e+12
2020-09-02,'600519,贵州茅台,1795.0,1828.0,1770.0,1825.0,1801.98,-6.98,-0.3874,0.2548,3200929,5746351923.0,2.254875051e+12,2.254875051e+12
2020-09-01,'600519,贵州茅台,1801.98,1802.0,1775.01,1792.0,1786.5,15.48,0.8665,0.2519,3163992,5661594315.0,2.26364331164e+12,2.26364331164e+12
2020-08-31,'600519,贵州茅台,1786.5,1816.0,1770.58,1770.58,1757.0,29.5,1.679,0.3806,4781036,8608932570.0,2.2441973697e+12,2.2441973697e+12
2020-08-28,'600519,贵州茅台,1757.0,1764.0,1721.5,1731.0,1731.0,26.0,1.502,0.3367,4229962,7389242302.0,2.2071395346e+12,2.2071395346e+12
2020-08-27,'600519,贵州茅台,1731.0,1733.98,1705.0,1731.99,1727.0,4.0,0.2316,0.1802,2263553,3896759446.0,2.1744783918e+12,2.1744783918e+12
2020-08-26,'600519,贵州茅台,1727.0,1745.0,1715.02,1734.0,1727.0,0.0,0.0,0.2087,2621573,4530374186.0,2.1694536006e+12,2.1694536006e+12
2020-08-25,'600519,贵州茅台,1727.0,1746.78,1698.63,1704.8,1696.35,30.65,1.8068,0.3333,4187249,7227309774.0,2.1694536006e+12,2.1694536006e+12
2020-08-24,'600519,贵州茅台,1696.35,1708.0,1691.01,1700.0,1676.0,20.35,1.2142,0.2462,3093344,5260286523.0,2.13095113803e+12,2.13095113803e+12
2020-08-21,'600519,贵州茅台,1676.0,1698.0,1671.0,1673.0,1664.0,12.0,0.7212,0.1997,2508241,4217048420.0,2.1053875128e+12,2.1053875128e+12
2020-08-20,'600519,贵州茅台,1664.0,1679.0,1656.0,1674.0,1687.0,-23.0,-1.3634,0.1782,2238233,3727183935.0,2.0903131392e+12,2.0903131392e+12
2020-08-19,'600519,贵州茅台,1687.0,1717.0,1682.99,1700.0,1705.0,-18.0,-1.0557,0.2143,2691498,4578143762.0,2.1192056886e+12,2.1192056886e+12
2020-08-18,'600519,贵州茅台,1705.0,1720.0,1691.0,1697.38,1690.0,15.0,0.8876,0.2422,3042281,5192751797.0,2.141817249e+12,2.141817249e+12
2020-08-17,'600519,贵州茅台,1690.0,1704.35,1670.0,1674.0,1661.0,29.0,1.7459,0.3469,4357201,7363610867.0,2.122974282e+12,2.122974282e+12
2020-08-14,'600519,贵州茅台,1661.0,1665.7,1631.0,1639.9,1635.0,26.0,1.5902,0.2997,3765318,6230475427.0,2.0865445458e+12,2.0865445458e+12
2020-08-13,'600519,贵州茅台,1635.0,1638.88,1609.0,1630.0,1626.95,8.05,0.4948,0.1635,2054134,3341652186.0,2.053883403e+12,2.053883403e+12
2020-08-12,'600519,贵州茅台,1626.95,1641.0,1605.25,1633.0,1642.51,-15.56,-0.9473,0.2224,2793392,4529267493.0,2.04377101071e+12,2.04377101071e+12
2020-08-11,'600519,贵州茅台,1642.51,1666.43,1640.0,1640.0,1633.99,8.52,0.5214,0.2851,3581818,5936904876.0,2.06331744848e+12,2.06331744848e+12
2020-08-10,'600519,贵州茅台,1633.99,1644.96,1608.11,1627.97,1631.0,2.99,0.1833,0.1881,2362354,3857721122.0,2.05261464322e+12,2.05261464322e+12
2020-08-07,'600519,贵州茅台,1631.0,1649.67,1598.5,1644.77,1637.96,-6.96,-0.4249,0.2726,3424205,5560065753.0,2.0488586118e+12,2.0488586118e+12
2020-08-06,'600519,贵州茅台,1637.96,1674.03,1630.0,1670.0,1668.0,-30.04,-1.801,0.2599,3264878,5372942645.0,2.05760174849e+12,2.05760174849e+12
2020-08-05,'600519,贵州茅台,1668.0,1673.09,1643.31,1662.09,1669.99,-1.99,-0.1192,0.2032,2552169,4236612469.0,2.0953379304e+12,2.0953379304e+12
2020-08-04,'600519,贵州茅台,1669.99,1682.99,1660.0,1675.0,1668.0,1.99,0.1193,0.2543,3194051,5337185768.0,2.09783776402e+12,2.09783776402e+12
2020-08-03,'600519,贵州茅台,1668.0,1696.58,1660.0,1686.88,1678.18,-10.18,-0.6066,0.2759,3466114,5790041422.0,2.0953379304e+12,2.0953379304e+12
2020-07-31,'600519,贵州茅台,1678.18,1705.0,1646.0,1685.0,1680.0,-1.82,-0.1083,0.3239,4068474,6846747330.0,2.108126024e+12,2.108126024e+12
2020-07-30,'600519,贵州茅台,1680.0,1700.59,1670.5,1671.2,1672.0,8.0,0.4785,0.3055,3837304,6486855475.0,2.110412304e+12,2.110412304e+12
2020-07-29,'600519,贵州茅台,1672.0,1690.0,1633.0,1690.0,1670.0,2.0,0.1198,0.404,5074843,8411789967.0,2.1003627216e+12,2.1003627216e+12
2020-07-28,'600519,贵州茅台,1670.0,1680.0,1630.0,1630.0,1622.55,47.45,2.9244,0.4371,5491152,9133721867.0,2.097850326e+12,2.097850326e+12
2020-07-27,'600519,贵州茅台,1622.55,1629.8,1600.0,1616.01,1595.3,27.25,1.7081,0.3088,3878817,6279664444.0,2.03824374039e+12,2.03824374039e+12
2020-07-24,'600519,贵州茅台,1595.3,1666.0,1585.0,1654.85,1676.0,-80.7,-4.815,0.6269,7875201,12705941887.0,2.00401235034e+12,2.00401235034e+12
2020-07-23,'600519,贵州茅台,1676.0,1691.0,1650.0,1672.0,1678.08,-2.08,-0.124,0.2732,3432052,5739050333.0,2.1053875128e+12,2.1053875128e+12
2020-07-22,'600519,贵州茅台,1678.08,1710.0,1658.0,1658.0,1668.0,10.08,0.6043,0.3121,3920121,6637265372.0,2.10800040422e+12,2.10800040422e+12
2020-07-21,'600519,贵州茅台,1668.0,1702.8,1630.99,1646.64,1636.96,31.04,1.8962,0.3341,4196950,7026353151.0,2.0953379304e+12,2.0953379304e+12
2020-07-20,'600519,贵州茅台,1636.96,1663.99,1588.88,1652.5,1648.05,-11.09,-0.6729,0.3605,4528033,7363822989.0,2.05634555069e+12,2.05634555069e+12
2020-07-17,'600519,贵州茅台,1648.05,1672.59,1620.0,1620.0,1614.0,34.05,2.1097,0.5246,6590206,10863420089.0,2.07027678429e+12,2.07027678429e+12
2020-07-16,'600519,贵州茅台,1614.0,1729.91,1600.0,1729.91,1752.53,-138.53,-7.9046,0.8139,10224219,16901373196.0,2.0275032492e+12,2.0275032492e+12
2020-07-15,'600519,贵州茅台,1752.53,1782.6,1744.71,1744.88,1762.0,-9.47,-0.5375,0.3241,4071294,7176560649.0,2.20152433043e+12,2.20152433043e+12
2020-07-14,'600519,贵州茅台,1762.0,1782.03,1748.4,1781.99,1781.99,-19.99,-1.1218,0.3669,4609351,8135834910.0,2.2134205236e+12,2.2134205236e+12
2020-07-13,'600519,贵州茅台,1781.99,1787.0,1714.68,1714.68,1713.85,68.14,3.9758,0.4834,6072716,10679460274.0,2.23853191762e+12,2.23853191762e+12
2020-07-10,'600519,贵州茅台,1713.85,1736.6,1688.94,1689.0,1706.0,7.85,0.4601,0.2953,3710044,6352507468.0,2.15293459953e+12,2.15293459953e+12
2020-07-09,'600519,贵州茅台,1706.0,1712.0,1682.0,1691.0,1681.34,24.66,1.4667,0.2789,3503324,5951732803.0,2.1430734468e+12,2.1430734468e+12
2020-07-08,'600519,贵州茅台,1681.34,1719.0,1660.0,1680.0,1688.0,-6.66,-0.3945,0.4233,5316998,8963189092.0,2.11209560905e+12,2.11209560905e+12
2020-07-07,'600519,贵州茅台,1688.0,1744.82,1601.0,1603.09,1600.0,88.0,5.5,0.5307,6666393,11219852098.0,2.1204618864e+12,2.1204618864e+12
2020-07-06,'600519,贵州茅台,1600.0,1616.0,1531.81,1538.0,1541.79,58.21,3.7755,0.4125,5182196,8228068998.0,2.00991648e+12,2.00991648e+12
2020-07-03,'600519,贵州茅台,1541.79,1552.5,1516.88,1550.0,1544.0,-2.21,-0.1431,0.2796,3512581,5395637032.0,1.93679320606e+12,1.93679320606e+12
2020-07-02,'600519,贵州茅台,1544.0,1550.9,1495.0,1499.0,1494.27,49.73,3.328,0.3653,4588372,7014289615.0,1.9395694032e+12,1.9395694032e+12
2020-07-01,'600519,贵州茅台,1494.27,1506.1,1464.02,1468.0,1462.88,31.39,2.1458,0.3079,3868249,5759640251.0,1.87709868661e+12,1.87709868661e+12
2020-06-30,'600519,贵州茅台,1462.88,1468.98,1455.12,1463.12,1463.17,-0.29,-0.0198,0.1787,2244614,3281641199.0,1.83766663766e+12,1.83766663766e+12
2020-06-29,'600519,贵州茅台,1463.17,1466.0,1437.01,1448.0,1460.01,3.16,0.2164,0.2235,2808061,4064048236.0,1.83803093503e+12,1.83803093503e+12
2020-06-24,'600519,XD贵州茅,1460.01,1465.71,1445.0,1463.6,1457.48,2.53,0.1736,0.2001,2513899,3663537115.0,1.83406134998e+12,1.83406134998e+12
2020-06-23,'600519,贵州茅台,1474.5,1482.0,1433.52,1435.0,1439.0,35.5,2.467,0.2701,3393426,4963194685.0,1.8522636561e+12,1.8522636561e+12
2020-06-22,'600519,贵州茅台,1439.0,1443.89,1433.2,1435.1,1439.84,-0.84,-0.0583,0.1851,2324700,3343536637.0,1.8076686342e+12,1.8076686342e+12
2020-06-19,'600519,贵州茅台,1439.84,1445.2,1415.1,1420.0,1413.0,26.84,1.8995,0.3101,3895833,5603232657.0,1.80872384035e+12,1.80872384035e+12
2020-06-18,'600519,贵州茅台,1413.0,1413.2,1400.1,1404.9,1405.0,8.0,0.5694,0.1673,2101041,2956800081.0,1.7750074914e+12,1.7750074914e+12
2020-06-17,'600519,贵州茅台,1405.0,1411.9,1395.02,1411.86,1403.88,1.12,0.0798,0.1549,1945307,2730097120.0,1.764957909e+12,1.764957909e+12
2020-06-16,'600519,贵州茅台,1403.88,1414.0,1393.13,1398.5,1383.0,20.88,1.5098,0.2325,2920664,4099718932.0,1.76355096746e+12,1.76355096746e+12
2020-06-15,'600519,贵州茅台,1383.0,1411.6,1381.0,1402.0,1416.37,-33.37,-2.356,0.2756,3461541,4819512189.0,1.7373215574e+12,1.7373215574e+12
2020-06-12,'600519,贵州茅台,1416.37,1416.37,1383.31,1387.17,1400.46,15.91,1.1361,0.2263,2842742,3992323389.0,1.77924087799e+12,1.77924087799e+12
2020-06-11,'600519,贵州茅台,1400.46,1417.99,1396.99,1411.01,1423.66,-23.2,-1.6296,0.2445,3071171,4314846228.0,1.75925477099e+12,1.75925477099e+12
2020-06-10,'600519,贵州茅台,1423.66,1433.33,1417.0,1425.0,1416.55,7.11,0.5019,0.1807,2270074,3234843851.0,1.78839855995e+12,1.78839855995e+12
2020-06-09,'600519,贵州茅台,1416.55,1425.0,1400.68,1408.0,1406.1,10.45,0.7432,0.18,2261191,3199849660.0,1.77946699359e+12,1.77946699359e+12
2020-06-08,'600519,贵州茅台,1406.1,1435.0,1402.01,1425.0,1425.0,-18.9,-1.3263,0.2332,2930045,4145298455.0,1.76633972658e+12,1.76633972658e+12
2020-06-05,'600519,贵州茅台,1425.0,1428.88,1401.08,1405.25,1407.99,17.01,1.2081,0.1461,1834706,2597524609.0,1.790081865e+12,1.790081865e+12
2020-06-04,'600519,贵州茅台,1407.99,1411.0,1396.0,1396.0,1399.3,8.69,0.621,0.1436,1803741,2534459742.0,1.76871394042e+12,1.76871394042e+12
2020-06-03,'600519,贵州茅台,1399.3,1417.5,1395.77,1415.0,1410.71,-11.41,-0.8088,0.1875,2355736,3308382799.0,1.75779758154e+12,1.75779758154e+12
2020-06-02,'600519,贵州茅台,1410.71,1427.9,1406.66,1416.01,1419.5,-8.79,-0.6192,0.2067,2596010,3679210598.0,1.77213079844e+12,1.77213079844e+12
2020-06-01,'600519,贵州茅台,1419.5,1420.1,1381.0,1381.0,1366.6,52.9,3.8709,0.2824,3547976,4986178912.0,1.7831727771e+12,1.7831727771e+12
2020-05-29,'600519,贵州茅台,1366.6,1369.98,1332.1,1332.1,1344.0,22.6,1.6815,0.2424,3044435,4144247222.0,1.71671991348e+12,1.71671991348e+12
2020-05-28,'600519,贵州茅台,1344.0,1346.94,1321.13,1337.97,1338.0,6.0,0.4484,0.2108,2648591,3536546893.0,1.6883298432e+12,1.6883298432e+12
2020-05-27,'600519,贵州茅台,1338.0,1360.0,1333.0,1359.0,1358.0,-20.0,-1.4728,0.2132,2677741,3596654307.0,1.6807926564e+12,1.6807926564e+12
2020-05-26,'600519,贵州茅台,1358.0,1369.95,1355.0,1369.88,1362.9,-4.9,-0.3595,0.1789,2247019,3056188321.0,1.7059166124e+12,1.7059166124e+12
2020-05-25,'600519,贵州茅台,1362.9,1366.58,1321.0,1330.0,1328.2,34.7,2.6126,0.2512,3156100,4260387678.0,1.71207198162e+12,1.71207198162e+12
2020-05-22,'600519,贵州茅台,1328.2,1366.1,1322.88,1366.0,1366.1,-37.9,-2.7743,0.2741,3442746,4608696074.0,1.66848191796e+12,1.66848191796e+12
2020-05-21,'600519,贵州茅台,1366.1,1371.96,1352.86,1355.0,1351.0,15.1,1.1177,0.1835,2305158,3147105462.0,1.71609181458e+12,1.71609181458e+12
2020-05-20,'600519,贵州茅台,1351.0,1359.18,1336.81,1346.11,1346.11,4.89,0.3633,0.1686,2118340,2859455106.0,1.6971232278e+12,1.6971232278e+12
2020-05-19,'600519,贵州茅台,1346.11,1364.0,1338.0,1364.0,1346.21,-0.1,-0.0074,0.1973,2478746,3342210487.0,1.69098042056e+12,1.69098042056e+12
2020-05-18,'600519,贵州茅台,1346.21,1351.5,1305.13,1306.0,1313.0,33.21,2.5293,0.2735,3436211,4587989708.0,1.69110604034e+12,1.69110604034e+12
2020-05-15,'600519,贵州茅台,1313.0,1333.5,1301.88,1329.0,1326.59,-13.59,-1.0244,0.2101,2639808,3469736812.0,1.6493877114e+12,1.6493877114e+12
2020-05-14,'600519,贵州茅台,1326.59,1334.88,1325.11,1330.0,1335.95,-9.36,-0.7006,0.1479,1857492,2467976357.0,1.6664594395e+12,1.6664594395e+12
2020-05-13,'600519,贵州茅台,1335.95,1337.99,1322.88,1333.0,1333.0,2.95,0.2213,0.1752,2201431,2931464950.0,1.67821745091e+12,1.67821745091e+12
2020-05-12,'600519,贵州茅台,1333.0,1334.99,1316.0,1318.0,1323.01,9.99,0.7551,0.157,1972181,2621824685.0,1.6745116674e+12,1.6745116674e+12
2020-05-11,'600519,贵州茅台,1323.01,1335.0,1313.67,1320.0,1314.61,8.4,0.639,0.1884,2367119,3135990964.0,1.66196225138e+12,1.66196225138e+12
2020-05-08,'600519,贵州茅台,1314.61,1338.0,1308.51,1317.0,1312.0,2.61,0.1989,0.2315,2907868,3839218026.0,1.65141018986e+12,1.65141018986e+12
2020-05-07,'600519,贵州茅台,1312.0,1314.99,1293.0,1299.4,1300.0,12.0,0.9231,0.2224,2793474,3647628296.0,1.6481315136e+12,1.6481315136e+12
2020-05-06,'600519,贵州茅台,1300.0,1300.0,1250.0,1251.0,1265.7,34.3,2.71,0.2853,3583481,4598589768.0,1.63305714e+12,1.63305714e+12
2020-04-30,'600519,贵州茅台,1265.7,1285.01,1258.88,1271.0,1274.9,-9.2,-0.7216,0.1963,2466087,3134408881.0,1.58996955546e+12,1.58996955546e+12
2020-04-29,'600519,贵州茅台,1274.9,1288.1,1258.0,1277.8,1279.13,-4.23,-0.3307,0.1866,2344406,2976724957.0,1.60152657522e+12,1.60152657522e+12
2020-04-28,'600519,贵州茅台,1279.13,1299.94,1271.88,1285.31,1276.0,3.13,0.2453,0.2759,3466190,4458549425.0,1.60684029191e+12,1.60684029191e+12
2020-04-27,'600519,贵州茅台,1276.0,1278.17,1250.96,1257.0,1250.56,25.44,2.0343,0.2062,2590391,3284513346.0,1.6029083928e+12,1.6029083928e+12
2020-04-24,'600519,贵州茅台,1250.56,1259.89,1235.18,1248.0,1252.26,-1.7,-0.1358,0.1522,1912240,2390444036.0,1.57095072077e+12,1.57095072077e+12
2020-04-23,'600519,贵州茅台,1252.26,1265.68,1247.77,1250.0,1244.5,7.76,0.6235,0.2141,2689851,3377042463.0,1.57308625703e+12,1.57308625703e+12
2020-04-22,'600519,贵州茅台,1244.5,1249.5,1202.22,1206.0,1200.0,44.5,3.7083,0.3505,4403473,5430377598.0,1.5633381621e+12,1.5633381621e+12
2020-04-21,'600519,贵州茅台,1200.0,1223.99,1193.0,1221.02,1227.3,-27.3,-2.2244,0.2326,2922422,3517018487.0,1.50743736e+12,1.50743736e+12
2020-04-20,'600519,贵州茅台,1227.3,1231.5,1216.8,1221.0,1226.0,1.3,0.106,0.193,2423864,2963483323.0,1.54173155994e+12,1.54173155994e+12
2020-04-17,'600519,贵州茅台,1226.0,1234.56,1205.01,1210.0,1197.1,28.9,2.4142,0.3045,3824569,4676618151.0,1.5400985028e+12,1.5400985028e+12
2020-04-16,'600519,贵州茅台,1197.1,1197.1,1184.1,1192.97,1189.6,7.5,0.6305,0.173,2172774,2588431844.0,1.50379438638e+12,1.50379438638e+12
2020-04-15,'600519,贵州茅台,1189.6,1203.99,1187.1,1192.0,1185.1,4.5,0.3797,0.2335,2933229,3501318260.0,1.49437290288e+12,1.49437290288e+12
2020-04-14,'600519,贵州茅台,1185.1,1191.55,1166.0,1176.0,1162.3,22.8,1.9616,0.2929,3679955,4340858665.0,1.48872001278e+12,1.48872001278e+12
2020-04-13,'600519,贵州茅台,1162.3,1169.98,1148.5,1165.0,1165.0,-2.7,-0.2318,0.1272,1598147,1854563731.0,1.46007870294e+12,1.46007870294e+12
2020-04-10,'600519,贵州茅台,1165.0,1181.5,1153.5,1157.88,1158.5,6.5,0.5611,0.2213,2780434,3252600672.0,1.463470437e+12,1.463470437e+12
2020-04-09,'600519,贵州茅台,1158.5,1169.0,1147.96,1166.0,1159.76,-1.26,-0.1086,0.1816,2281697,2640230492.0,1.4553051513e+12,1.4553051513e+12
2020-04-08,'600519,贵州茅台,1159.76,1166.31,1152.0,1152.0,1159.95,-0.19,-0.0164,0.1928,2422442,2809422100.0,1.45688796053e+12,1.45688796053e+12
2020-04-07,'600519,贵州茅台,1159.95,1166.5,1148.89,1161.95,1139.79,20.16,1.7687,0.3462,4348800,5041525481.0,1.45712663811e+12,1.45712663811e+12
2020-04-03,'600519,贵州茅台,1139.79,1147.96,1131.98,1139.03,1145.0,-5.21,-0.455,0.2199,2761761,3148421866.0,1.43180169046e+12,1.43180169046e+12
2020-04-02,'600519,贵州茅台,1145.0,1145.0,1103.88,1104.0,1103.0,42.0,3.8078,0.3599,4520561,5095167594.0,1.438346481e+12,1.438346481e+12
2020-04-01,'600519,贵州茅台,1103.0,1129.0,1103.0,1117.0,1111.0,-8.0,-0.7201,0.2643,3320535,3700184247.0,1.3855861734e+12,1.3855861734e+12
2020-03-31,'600519,贵州茅台,1111.0,1115.0,1081.8,1082.0,1072.0,39.0,3.6381,0.382,4798437,5293170703.0,1.3956357558e+12,1.3956357558e+12
2020-03-30,'600519,贵州茅台,1072.0,1077.0,1057.0,1060.25,1075.5,-3.5,-0.3254,0.2443,3068741,3279823025.0,1.3466440416e+12,1.3466440416e+12
2020-03-27,'600519,贵州茅台,1075.5,1092.0,1075.01,1085.0,1064.92,10.58,0.9935,0.2887,3626112,3931759353.0,1.3510407339e+12,1.3510407339e+12
2020-03-26,'600519,贵州茅台,1064.92,1091.2,1062.0,1073.33,1080.1,-15.18,-1.4054,0.2392,3004856,3231754298.0,1.33775016118e+12,1.33775016118e+12
2020-03-25,'600519,贵州茅台,1080.1,1091.36,1074.2,1087.98,1056.0,24.1,2.2822,0.2949,3704866,4015061222.0,1.35681924378e+12,1.35681924378e+12
2020-03-24,'600519,贵州茅台,1056.0,1058.88,1035.0,1043.0,1019.0,37.0,3.631,0.3714,4665096,4900364144.0,1.3265448768e+12,1.3265448768e+12
2020-03-23,'600519,贵州茅台,1019.0,1035.28,991.52,1000.0,1035.28,-16.28,-1.5725,0.3859,4847210,4918121944.0,1.2800655582e+12,1.2800655582e+12
2020-03-20,'600519,贵州茅台,1035.28,1043.0,1011.0,1011.0,996.0,39.28,3.9438,0.4787,6013919,6169094444.0,1.30051645838e+12,1.30051645838e+12
2020-03-19,'600519,贵州茅台,996.0,1015.0,960.1,993.99,1007.99,-11.99,-1.1895,0.8141,10226507,10075880470.0,1.2511730088e+12,1.2511730088e+12
