日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-05-28,'600519,贵州茅台,888.0,907.49,875.02,877.99,879.0,9.0,1.0239,0.5952,7477277,6670856081.0,1.1155036464e+12,1.1155036464e+12
2019-05-27,'600519,贵州茅台,879.0,882.99,860.05,879.1,878.5,0.5,0.0569,0.3117,3916191,3417213669.0,1.1041978662e+12,1.1041978662e+12
2019-05-24,'600519,贵州茅台,878.5,885.0,864.44,865.0,861.0,17.5,2.0325,0.3505,4403409,3858962204.0,1.1035697673e+12,1.1035697673e+12
2019-05-23,'600519,贵州茅台,861.0,883.98,856.22,881.0,888.0,-27.0,-3.0405,0.4622,5805863,5062812286.0,1.0815863058e+12,1.0815863058e+12
2019-05-22,'600519,贵州茅台,888.0,904.0,880.0,894.98,895.0,-7.0,-0.7821,0.2551,3204158,2853872828.0,1.1155036464e+12,1.1155036464e+12
2019-05-21,'600519,贵州茅台,895.0,910.0,872.02,885.0,884.96,10.04,1.1345,0.3374,4238565,3791406204.0,1.124297031e+12,1.124297031e+12
2019-05-20,'600519,贵州茅台,884.96,900.0,871.0,900.0,906.79,-21.83,-2.4074,0.3535,4440799,3931645928.0,1.11168480509e+12,1.11168480509e+12
2019-05-17,'600519,贵州茅台,906.79,932.3,900.1,927.02,929.91,-23.12,-2.4863,0.3968,4984161,4551116799.0,1.13910760306e+12,1.13910760306e+12
2019-05-16,'600519,贵州茅台,929.91,932.0,905.0,919.0,927.0,2.91,0.3139,0.3546,4454012,4108281950.0,1.1681508962e+12,1.1681508962e+12
2019-05-15,'600519,贵州茅台,927.0,933.0,890.24,890.24,886.57,40.43,4.5603,0.5025,6312425,5778791845.0,1.1644953606e+12,1.1644953606e+12
2019-05-14,'600519,贵州茅台,886.57,906.0,873.0,885.0,892.0,-5.43,-0.6087,0.4775,5998312,5349455647.0,1.11370728355e+12,1.11370728355e+12
2019-05-13,'600519,贵州茅台,892.0,910.98,884.0,898.86,907.12,-15.12,-1.6668,0.3713,4663718,4179329433.0,1.1205284376e+12,1.1205284376e+12
2019-05-10,'600519,贵州茅台,907.12,910.78,868.19,875.66,858.81,48.31,5.6252,0.6361,7990738,7121198718.0,1.13952214834e+12,1.13952214834e+12
2019-05-09,'600519,贵州茅台,858.81,879.87,842.5,875.0,884.4,-25.59,-2.8935,0.7287,9154515,7863312116.0,1.07883523262e+12,1.07883523262e+12
2019-05-08,'600519,贵州茅台,884.4,901.8,860.0,860.0,890.0,-5.6,-0.6292,0.6518,8188298,7217709507.0,1.11098133432e+12,1.11098133432e+12
2019-05-07,'600519,贵州茅台,890.0,913.94,870.22,893.28,906.0,-16.0,-1.766,0.8027,10083726,9045117765.0,1.118016042e+12,1.118016042e+12
2019-05-06,'600519,贵州茅台,906.0,935.0,893.0,925.5,974.0,-68.0,-6.9815,1.0755,13509968,12299395806.0,1.1381152068e+12,1.1381152068e+12
2019-04-30,'600519,贵州茅台,974.0,984.96,963.11,968.0,971.97,2.03,0.2089,0.2861,3594318,3503937512.0,1.2235366572e+12,1.2235366572e+12
2019-04-29,'600519,贵州茅台,971.97,989.0,935.0,945.0,945.0,26.97,2.854,0.4185,5257230,5086408528.0,1.22098657567e+12,1.22098657567e+12
2019-04-26,'600519,贵州茅台,945.0,959.88,945.0,946.3,952.37,-7.37,-0.7739,0.3445,4327768,4119727292.0,1.187106921e+12,1.187106921e+12
2019-04-25,'600519,贵州茅台,952.37,973.99,951.22,968.79,970.0,-17.63,-1.8175,0.3168,3980134,3822767525.0,1.19636509879e+12,1.19636509879e+12
2019-04-24,'600519,贵州茅台,970.0,990.0,951.22,979.88,974.95,-4.95,-0.5077,0.36,4522700,4383873128.0,1.218511866e+12,1.218511866e+12
2019-04-23,'600519,贵州茅台,974.95,981.22,949.2,951.0,949.2,25.75,2.7128,0.3889,4885205,4725480295.0,1.22473004511e+12,1.22473004511e+12
2019-04-22,'600519,贵州茅台,949.2,978.89,940.61,959.5,952.56,-3.36,-0.3527,0.3234,4062796,3897168684.0,1.19238295176e+12,1.19238295176e+12
2019-04-19,'600519,贵州茅台,952.56,960.95,931.31,943.96,945.5,7.06,0.7467,0.2578,3237978,3064971032.0,1.19660377637e+12,1.19660377637e+12
2019-04-18,'600519,贵州茅台,945.5,954.68,936.22,945.41,952.0,-6.5,-0.6828,0.156,1959852,1853076080.0,1.1877350199e+12,1.1877350199e+12
2019-04-17,'600519,贵州茅台,952.0,955.51,925.0,938.0,939.9,12.1,1.2874,0.3245,4076102,3848216557.0,1.1959003056e+12,1.1959003056e+12
2019-04-16,'600519,贵州茅台,939.9,939.9,901.22,904.9,907.0,32.9,3.6273,0.3696,4642344,4297385218.0,1.18070031222e+12,1.18070031222e+12
2019-04-15,'600519,贵州茅台,907.0,939.0,907.0,931.0,914.0,-7.0,-0.7659,0.3624,4552264,4205548308.0,1.1393714046e+12,1.1393714046e+12
2019-04-12,'600519,贵州茅台,914.0,919.99,900.01,909.0,925.2,-11.2,-1.2105,0.387,4861217,4419349981.0,1.1481647892e+12,1.1481647892e+12
2019-04-11,'600519,贵州茅台,925.2,950.0,905.55,948.0,947.99,-22.79,-2.404,0.4864,6110254,5643817564.0,1.16223420456e+12,1.16223420456e+12
2019-04-10,'600519,贵州茅台,947.99,951.9,900.0,903.0,905.0,42.99,4.7503,0.5398,6781438,6331858748.0,1.19086295242e+12,1.19086295242e+12
2019-04-09,'600519,贵州茅台,905.0,908.2,892.51,903.0,900.2,4.8,0.5332,0.382,4798980,4308645696.0,1.136859009e+12,1.136859009e+12
2019-04-08,'600519,贵州茅台,900.2,908.0,890.12,900.0,865.0,35.2,4.0694,0.5274,6625193,5944780639.0,1.13082925956e+12,1.13082925956e+12
2019-04-04,'600519,贵州茅台,865.0,865.8,836.2,840.0,844.5,20.5,2.4275,0.444,5577236,4763897857.0,1.086611097e+12,1.086611097e+12
2019-04-03,'600519,贵州茅台,844.5,851.74,834.21,840.12,850.0,-5.5,-0.6471,0.3428,4305680,3629854319.0,1.0608590421e+12,1.0608590421e+12
2019-04-02,'600519,贵州茅台,850.0,859.99,836.06,859.99,859.0,-9.0,-1.0477,0.4237,5322705,4496538849.0,1.06776813e+12,1.06776813e+12
2019-04-01,'600519,贵州茅台,859.0,868.95,851.0,860.0,853.99,5.01,0.5867,0.4851,6093461,5228521999.0,1.0790739102e+12,1.0790739102e+12
2019-03-29,'600519,贵州茅台,853.99,866.68,830.17,835.0,806.8,47.19,5.849,0.7239,9093396,7702154797.0,1.07278035922e+12,1.07278035922e+12
2019-03-28,'600519,贵州茅台,806.8,814.48,785.68,793.43,788.5,18.3,2.3209,0.4583,5756676,4615969704.0,1.01350038504e+12,1.01350038504e+12
2019-03-27,'600519,贵州茅台,788.5,793.88,775.0,781.0,773.0,15.5,2.0052,0.3408,4280739,3366132247.0,9.905119653e+11,9.905119653e+11
2019-03-26,'600519,贵州茅台,773.0,785.94,764.1,780.0,775.6,-2.6,-0.3352,0.2993,3759569,2914112997.0,9.710408994e+11,9.710408994e+11
2019-03-25,'600519,贵州茅台,775.6,788.0,773.3,786.0,794.0,-18.4,-2.3174,0.2967,3727046,2903744159.0,9.7430701368e+11,9.7430701368e+11
2019-03-22,'600519,贵州茅台,794.0,799.98,785.0,788.22,785.75,8.25,1.05,0.2429,3051750,2420497823.0,9.974210532e+11,9.974210532e+11
2019-03-21,'600519,贵州茅台,785.75,792.8,781.5,788.0,792.8,-7.05,-0.8893,0.2593,3257328,2558222913.0,9.8705742135e+11,9.8705742135e+11
2019-03-20,'600519,贵州茅台,792.8,802.3,785.0,790.0,792.61,0.19,0.024,0.2477,3111752,2470811128.0,9.9591361584e+11,9.9591361584e+11
2019-03-19,'600519,贵州茅台,792.61,807.92,792.3,803.0,810.09,-17.48,-2.1578,0.3235,4063493,3244967390.0,9.95674938258e+11,9.95674938258e+11
2019-03-18,'600519,贵州茅台,810.09,814.53,777.0,778.8,777.3,32.79,4.2184,0.6473,8131880,6499566987.0,1.0176332758e+12,1.0176332758e+12
2019-03-15,'600519,贵州茅台,777.3,787.5,764.85,776.0,778.0,-0.7,-0.09,0.4171,5240071,4084798328.0,9.7644254994e+11,9.7644254994e+11
2019-03-14,'600519,贵州茅台,778.0,785.0,754.0,757.0,754.0,24.0,3.183,0.4949,6217256,4808607656.0,9.773218884e+11,9.773218884e+11
2019-03-13,'600519,贵州茅台,754.0,760.75,745.5,745.5,745.01,8.99,1.2067,0.3229,4056136,3058080906.0,9.471731412e+11,9.471731412e+11
2019-03-12,'600519,贵州茅台,745.01,763.83,739.0,763.82,758.54,-13.53,-1.7837,0.418,5251001,3946382127.0,9.35879922978e+11,9.35879922978e+11
2019-03-11,'600519,贵州茅台,758.54,766.95,740.04,740.04,737.5,21.04,2.8529,0.4224,5305724,4001728730.0,9.52876279212e+11,9.52876279212e+11
2019-03-08,'600519,贵州茅台,737.5,746.83,733.65,737.9,748.6,-11.1,-1.4828,0.4161,5227525,3868415483.0,9.264458775e+11,9.264458775e+11
2019-03-07,'600519,贵州茅台,748.6,762.22,745.56,762.22,768.0,-19.4,-2.526,0.4791,6018053,4526351877.0,9.4038967308e+11,9.4038967308e+11
2019-03-06,'600519,贵州茅台,768.0,779.5,765.88,775.0,779.78,-11.78,-1.5107,0.372,4673137,3602140487.0,9.647599104e+11,9.647599104e+11
2019-03-05,'600519,贵州茅台,779.78,789.55,775.88,785.0,781.86,-2.08,-0.266,0.3569,4483056,3501155936.0,9.79557920484e+11,9.79557920484e+11
2019-03-04,'600519,贵州茅台,781.86,798.33,777.22,795.0,789.3,-7.44,-0.9426,0.6733,8458596,6661386571.0,9.82170811908e+11,9.82170811908e+11
2019-03-01,'600519,贵州茅台,789.3,790.0,761.0,761.5,755.01,34.29,4.5417,0.5082,6384023,4952509171.0,9.9151692354e+11,9.9151692354e+11
2019-02-28,'600519,贵州茅台,755.01,763.42,736.95,737.9,740.7,14.31,1.932,0.4536,5698625,4289145218.0,9.48441900978e+11,9.48441900978e+11
2019-02-27,'600519,贵州茅台,740.7,758.02,731.0,733.0,727.35,13.35,1.8354,0.5249,6594227,4908445127.0,9.3046571046e+11,9.3046571046e+11
2019-02-26,'600519,贵州茅台,727.35,749.18,726.0,747.8,742.33,-14.98,-2.018,0.4614,5796466,4265279124.0,9.1369546983e+11,9.1369546983e+11
2019-02-25,'600519,贵州茅台,742.33,744.44,717.99,730.75,726.01,16.32,2.2479,0.6577,8262259,6034261367.0,9.32513312874e+11,9.32513312874e+11
2019-02-22,'600519,贵州茅台,726.01,728.49,714.1,717.0,720.25,5.76,0.7997,0.2062,2590877,1867253930.0,9.12012164778e+11,9.12012164778e+11
2019-02-21,'600519,贵州茅台,720.25,730.48,717.0,720.0,722.0,-1.75,-0.2424,0.2376,2985040,2163554333.0,9.0477646545e+11,9.0477646545e+11
2019-02-20,'600519,贵州茅台,722.0,735.0,716.06,735.0,730.76,-8.76,-1.1988,0.3016,3788237,2742919644.0,9.069748116e+11,9.069748116e+11
2019-02-19,'600519,贵州茅台,730.76,742.5,726.66,740.96,740.0,-9.24,-1.2486,0.2348,2950150,2164408781.0,9.17979104328e+11,9.17979104328e+11
2019-02-18,'600519,贵州茅台,740.0,744.95,731.0,731.0,724.78,15.22,2.0999,0.3005,3774589,2787522993.0,9.29586372e+11,9.29586372e+11
2019-02-15,'600519,贵州茅台,724.78,734.88,723.02,734.88,737.16,-12.38,-1.6794,0.185,2323798,1691515518.0,9.10467041484e+11,9.10467041484e+11
2019-02-14,'600519,贵州茅台,737.16,743.66,730.14,731.2,735.25,1.91,0.2598,0.2568,3225813,2375987077.0,9.26018770248e+11,9.26018770248e+11
2019-02-13,'600519,贵州茅台,735.25,736.16,717.22,723.0,717.92,17.33,2.4139,0.284,3567706,2589623528.0,9.2361943245e+11,9.2361943245e+11
2019-02-12,'600519,贵州茅台,717.92,725.49,715.2,723.0,725.3,-7.38,-1.0175,0.2793,3509143,2521840124.0,9.01849524576e+11,9.01849524576e+11
2019-02-11,'600519,贵州茅台,725.3,729.5,688.18,695.0,692.67,32.63,4.7108,0.4628,5814075,4143849806.0,9.1112026434e+11,9.1112026434e+11
2019-02-01,'600519,贵州茅台,692.67,699.0,689.61,697.04,689.6,3.07,0.4452,0.243,3052062,2121326140.0,8.70130530126e+11,8.70130530126e+11
2019-01-31,'600519,贵州茅台,689.6,689.6,677.56,680.0,676.0,13.6,2.0118,0.2921,3669657,2515374970.0,8.6627400288e+11,8.6627400288e+11
2019-01-30,'600519,贵州茅台,676.0,686.22,676.0,684.99,685.0,-9.0,-1.3139,0.1807,2269996,1545353573.0,8.491897128e+11,8.491897128e+11
2019-01-29,'600519,贵州茅台,685.0,688.0,668.0,677.5,677.0,8.0,1.1817,0.2415,3034259,2069407513.0,8.60495493e+11,8.60495493e+11
2019-01-28,'600519,贵州茅台,677.0,693.98,676.03,684.0,679.7,-2.7,-0.3972,0.2874,3610287,2476277972.0,8.504459106e+11,8.504459106e+11
2019-01-25,'600519,贵州茅台,679.7,684.9,669.93,675.88,672.5,7.2,1.0706,0.2307,2898635,1966232090.0,8.5383764466e+11,8.5383764466e+11
2019-01-24,'600519,贵州茅台,672.5,677.83,664.68,670.3,665.66,6.84,1.0276,0.2321,2915527,1960227058.0,8.447930205e+11,8.447930205e+11
2019-01-23,'600519,贵州茅台,665.66,674.5,663.13,667.22,671.0,-5.34,-0.7958,0.2677,3362481,2247371221.0,8.36200627548e+11,8.36200627548e+11
2019-01-22,'600519,贵州茅台,671.0,686.0,665.22,686.0,686.98,-15.98,-2.3261,0.3353,4212221,2834735031.0,8.429087238e+11,8.429087238e+11
2019-01-21,'600519,贵州茅台,686.98,698.88,681.88,690.0,683.61,3.37,0.493,0.3746,4705193,3242615722.0,8.62982764644e+11,8.62982764644e+11
2019-01-18,'600519,贵州茅台,683.61,690.2,661.5,665.0,659.25,24.36,3.6951,0.5462,6860918,4647515824.0,8.58749378058e+11,8.58749378058e+11
2019-01-17,'600519,贵州茅台,659.25,669.7,655.8,663.0,661.1,-1.85,-0.2798,0.2411,3028476,2004454115.0,8.2814839965e+11,8.2814839965e+11
2019-01-16,'600519,贵州茅台,661.1,665.65,653.6,658.0,659.98,1.12,0.1697,0.335,4208364,2775103930.0,8.3047236558e+11,8.3047236558e+11
2019-01-15,'600519,贵州茅台,659.98,661.5,625.0,627.86,624.6,35.38,5.6644,0.4439,5576485,3613919068.0,8.29065424044e+11,8.29065424044e+11
2019-01-14,'600519,贵州茅台,624.6,635.89,621.55,633.0,635.88,-11.28,-1.7739,0.2042,2564890,1606308126.0,7.8462114588e+11,7.8462114588e+11
2019-01-11,'600519,贵州茅台,635.88,637.0,618.75,625.0,618.77,17.11,2.7652,0.3095,3888421,2445929483.0,7.98791057064e+11,7.98791057064e+11
2019-01-10,'600519,贵州茅台,618.77,624.88,610.25,617.13,616.12,2.65,0.4301,0.2312,2904390,1797683134.0,7.77297512706e+11,7.77297512706e+11
2019-01-09,'600519,贵州茅台,616.12,626.16,609.04,609.99,604.79,11.33,1.8734,0.3972,4989227,3084214779.0,7.73968588536e+11,7.73968588536e+11
2019-01-08,'600519,贵州茅台,604.79,612.0,600.28,605.5,605.49,-0.7,-0.1156,0.2296,2883813,1750413219.0,7.59735867462e+11,7.59735867462e+11
2019-01-07,'600519,贵州茅台,605.49,612.0,602.22,608.0,602.0,3.49,0.5797,0.2766,3475013,2105981461.0,7.60615205922e+11,7.60615205922e+11
2019-01-04,'600519,贵州茅台,602.0,607.67,582.02,587.28,590.0,12.0,2.0339,0.3,3768347,2258501484.0,7.562310756e+11,7.562310756e+11
2019-01-03,'600519,贵州茅台,590.0,601.66,585.8,599.97,598.98,-8.98,-1.4992,0.2466,3097735,1838179174.0,7.41156702e+11,7.41156702e+11
2019-01-02,'600519,贵州茅台,598.98,612.0,595.01,609.98,590.01,8.97,1.5203,0.4958,6228649,3754387984.0,7.52437358244e+11,7.52437358244e+11
